texts,scores
may god be satisfied with him,1.0
be satisfied,1.0
the discovery of god - given human rights,1.0
would therefore be appropriate,1.0
peace be upon him,1.0
justify,1.0
is achieved after thousands of years of research,1.0
genuinely,1.0
a sense of belonging,1.0
sense of belonging,1.0
hopefully,1.0
reliable,1.0
approved,1.0
wants to push ahead,1.0
requesting,1.0
support,1.0
desire,1.0
believes,1.0
wanted,1.0
better situation,1.0
the invitation,1.0
pass up the biggest chance of his political life,1.0
can turn this to their advantage,1.0
could not have wished,1.0
nor will mr . stoiber have any illusions,1.0
so exciting,1.0
victory,1.0
because it believes in victory,1.0
running as a hopeful,1.0
can be confident in the knowledge,1.0
spurred on,1.0
preferred,1.0
could not have wished for a better situation,1.0
not as the ticket of last resort,1.0
most cogent argument,1.0
the invitation of kingmakers to accept the crown,1.0
it is mr . stoiber,1.0
strikingly illustrated,1.0
agrees,1.0
doing their utmost,1.0
is expected,1.0
understandable,1.0
as small ( yet acceptable ) as possible,1.0
is not sufficient from the viewpoint of economic efficiency,1.0
great advantage,1.0
insufficient guarantees in themselves,1.0
however,1.0
readily accept,1.0
wish,1.0
are prepared to accept,1.0
whether or not one agrees with it,1.0
questions can be asked,1.0
commitment,1.0
for the sake of peace,1.0
called on saturday for,1.0
when it was lenient,1.0
was a strong desire among,1.0
asked,1.0
were also appealing,1.0
sobriety,1.0
we should remain calm,1.0
sobriety among,1.0
in the hope,1.0
why is it not considered equally legitimate,1.0
is considered,1.0
maybe,1.0
let us hope,1.0
were supporting,1.0
would have a better idea if,1.0
civilized,1.0
if they were dealt with properly,1.0
legitimate self - defence,1.0
still meaningful,1.0
more leisurely pace,1.0
would like,1.0
more leisurely,1.0
longed for,1.0
fully respected,1.0
respected,1.0
humanely,1.0
will be respected,1.0
supports,1.0
reassurances,1.0
shoulder to shoulder,1.0
want,1.0
called for,1.0
reassurances,1.0
supports,1.0
called for,1.0
insisted,1.0
urged,1.0
was lobbying,1.0
humanely,1.0
insists,1.0
supports,1.0
to support,1.0
are being treated humanely,1.0
humanely,1.0
humanely,1.0
will be able to handle any kind of incident,1.0
only solidarity and generosity,1.0
thanks,1.0
pleases,1.0
it's a step in the right direction,1.0
fortunately,1.0
please,1.0
has unashamedly seen fit,1.0
surge,1.0
have made it possible,1.0
great,1.0
would make it possible,1.0
an expression of a higher form of justice,1.0
as an unshakeable defender of this same justice,1.0
have great confidence,1.0
give them rights,1.0
will respect,1.0
fair,1.0
has had good reasons,1.0
is urging,1.0
is reasonable,1.0
to applaud everything,1.0
fair,1.0
has voiced his approval,1.0
treated with respect,1.0
support,1.0
has a point,1.0
urges caution,1.0
backing,1.0
is undoubtedly justified,1.0
must be respected,1.0
entitled at all times to decent treatment,1.0
approval,1.0
rightly a champion,1.0
is rightly,1.0
the jewel of the us constitution,1.0
"must henceforth become more bearable , especially",1.0
will prove respect for human dignity,1.0
thanks to gains,1.0
got a boost,1.0
a firm grounding in international human rights,1.0
principles of justice,1.0
number one democracy,1.0
far preferable,1.0
far preferable,1.0
well - meaning,1.0
interested,1.0
suggestions,1.0
have sought,1.0
allow for a free and fair presidential election,1.0
see reason,1.0
long called for,1.0
put his nation first,1.0
long urged,1.0
advice,1.0
interested,1.0
meaningful action now,1.0
allow for a semblance of a free and fair ballot,1.0
hope,1.0
was satisfied,1.0
traditions of humane treatment,1.0
upholding,1.0
called on,1.0
calls on,1.0
support,1.0
will be successful in their work,1.0
set out,1.0
determination,1.0
would not interfere,1.0
highly respected,1.0
that would have integrity,1.0
good list,1.0
let's support them,1.0
fair,1.0
that would be independent,1.0
who are highly respected within the society,1.0
hoped,1.0
had accepted,1.0
made the request,1.0
asked,1.0
honoured,1.0
goal,1.0
"humane , legal , and proper",1.0
edifying photograph,1.0
the civilized world,1.0
if one prefers,1.0
well disposed,1.0
"humane , legal , and proper .",1.0
enjoying hygienic and food conditions that were very superior to what they could have known in afghanistan,1.0
a veritable media triumph,1.0
even democratically elected and at war against evil,1.0
good treatment,1.0
support,1.0
recognition,1.0
placed hopes,1.0
proudly announced,1.0
promotion,1.0
wants,1.0
greatest sincerity of peaceful unification,1.0
promote,1.0
promotes,1.0
seeking benefits,1.0
the situation is great,1.0
to promote,1.0
promoting,1.0
considers,1.0
promotion,1.0
gradually promoted,1.0
was a gift,1.0
entirely successful,1.0
have considered,1.0
very pleasant for,1.0
wish,1.0
one of the most popular,1.0
one of the most successful,1.0
their godfather,1.0
most promising,1.0
asked,1.0
supports,1.0
supported,1.0
free and fair,1.0
invited,1.0
expressed satisfaction,1.0
to be invited,1.0
recalling,1.0
will be inviting,1.0
supreme sacrifice,1.0
would create,1.0
invited,1.0
proudly exercise,1.0
will be invited,1.0
pride,1.0
tremendous amount of progress,1.0
have made a great progress,1.0
there is need for a partnership,1.0
was once hoped,1.0
good starting point,1.0
legitimate,1.0
are enthusiastic,1.0
much more can be accomplished,1.0
supporting,1.0
considerable support from,1.0
is based on mutual respect and understanding,1.0
a great gift,1.0
spirit of the geneva convention,1.0
would like,1.0
sided,1.0
which is the equivalent of respect for democracy,1.0
supporting,1.0
"are , without exception , very favorable",1.0
agrees,1.0
was strongly supported,1.0
wanted this very much,1.0
supporting,1.0
the government continues to uphold the freedom of expression,1.0
require a careful and mature approach,1.0
peaceful way forward,1.0
free and proud,1.0
asked,1.0
required a more mature approach,1.0
mutual understanding and patience,1.0
uphold,1.0
proud,1.0
these goals,1.0
other goals,1.0
tried to encourage,1.0
support,1.0
urged,1.0
some goals,1.0
pressure,1.0
pressure,1.0
his goal,1.0
have applauded 70 times,1.0
"is reasonable , humane , legal , proper , and compatible",1.0
privileges,1.0
subscribes,1.0
stressed with pride,1.0
humane,1.0
will be lower,1.0
wanted,1.0
has requested,1.0
regain confidence,1.0
want,1.0
show of support,1.0
to support,1.0
lending any support,1.0
would like,1.0
has been requested,1.0
have also agreed,1.0
wold rather,1.0
will call on,1.0
to ask,1.0
support,1.0
sincerity,1.0
holds so dear to his heart,1.0
support,1.0
unfettered support,1.0
pursuit of its global agenda,1.0
should have been on the side,1.0
moreover,1.0
destined to collapse,1.0
should,1.0
meet with a total failure,1.0
disintegrate,1.0
proactive approach,1.0
have at least gone to the trouble,1.0
to promote,1.0
sustainable advocacy,1.0
dialogue among civilizations,1.0
has obviously counted on,1.0
urge to underline,1.0
support,1.0
justifiably,1.0
most realistic,1.0
every possible effort,1.0
principled,1.0
seeking,1.0
good,1.0
fairest,1.0
the fatherland's reunification,1.0
safeguarding peace and security,1.0
decisive breakthrough,1.0
unanimous desire and will,1.0
protecting,1.0
the fatherland,1.0
ardent desire,1.0
promoting peace and stability,1.0
fiercely,1.0
the fatherland's reunification,1.0
safeguarding,1.0
patriotic,1.0
heroic,1.0
preservation of global peace and security,1.0
remarkable,1.0
praising,1.0
policy of hegemony,1.0
actively contributed,1.0
enjoy,1.0
every effort possible,1.0
will pose a merciless annihilating blow,1.0
safeguard peace and security,1.0
exerting every effort possible,1.0
has succeeded,1.0
confidence,1.0
unite against the enemy,1.0
called,1.0
was applauded,1.0
came straight from the heart,1.0
favorable opinions,1.0
has revealed george bush's talents as a war leader,1.0
were even more full of praise,1.0
supporting,1.0
"even in the midst of tragedy , specially in the midst of tragedy , god is there",1.0
was confident,1.0
new illustration of his character,1.0
support,1.0
"brilliant , full of strength and eloquence",1.0
somewhat less sharp,1.0
more comfortable,1.0
solid and often eloquent,1.0
speech of moral strength,1.0
100 percent,1.0
urged,1.0
was successful,1.0
setting partisan attitudes aside,1.0
wants,1.0
tried,1.0
as friends or not evil,1.0
he belongs to the good side,1.0
that regard,1.0
loyal,1.0
personal interests,1.0
loyal,1.0
has discretely assured,1.0
had become the closest allies,1.0
tried hard to establish,1.0
appreciation,1.0
most important,1.0
wants,1.0
opened a new path,1.0
has to respect,1.0
wants to disguise,1.0
can feel proud,1.0
his goal,1.0
fully within the legitimate order,1.0
boasts,1.0
great contributions,1.0
had all thought,1.0
readiness to enter dialogue,1.0
want,1.0
dialogue and coexistence,1.0
believes in,1.0
one of the few enlightened officials,1.0
friends,1.0
fine words,1.0
our friends and allies,1.0
does not rule out,1.0
is ready to cooperate,1.0
to request,1.0
to request,1.0
demand,1.0
strengthening our economy,1.0
agreed,1.0
respect,1.0
with the specific objective,1.0
are quite respectful,1.0
respect,1.0
is demanding,1.0
objectives,1.0
readiness to establish ties,1.0
excused,1.0
adopt,1.0
seeks,1.0
friendly relations,1.0
demand,1.0
respect,1.0
the agreement,1.0
intentions,1.0
claims,1.0
invited,1.0
plotting,1.0
was emphatic,1.0
love,1.0
want,1.0
support,1.0
venezuela's friends,1.0
wanted to clarify,1.0
would gladly go,1.0
endorse,1.0
supports,1.0
peace to prevail,1.0
has shown effectiveness,1.0
visited cuba in a friendly manner,1.0
20 times more,1.0
affinity toward,1.0
it is true,1.0
boasts,1.0
are committed,1.0
ask,1.0
to please,1.0
are committed,1.0
boasts,1.0
believes,1.0
called on,1.0
invite,1.0
revolutionary process,1.0
go out into the streets to defend,1.0
commitment,1.0
democracy,1.0
go into the streets en masse and defend and support,1.0
insisted,1.0
urged,1.0
go out into the streets to defend,1.0
go into the streets en masse and defend and support,1.0
return of balance,1.0
support of,1.0
do wish,1.0
resistance,1.0
true,1.0
inevitably falls,1.0
has called for,1.0
failure of,1.0
defend the rights of his homeland and people against,1.0
that may be the case,1.0
called for,1.0
appeal,1.0
innocent,1.0
wanted,1.0
sign of progress,1.0
significant results,1.0
would be easier,1.0
continue to close ranks behind,1.0
extremely well prepared,1.0
undoubtedly strong and well thought out,1.0
would suit,1.0
perfectly at ease,1.0
without too many difficulties,1.0
is pleased,1.0
welcome and support,1.0
bold and fair,1.0
is sensible,1.0
seeks,1.0
does not turn a blind eye,1.0
supports,1.0
calls for,1.0
encourage,1.0
on realistic and just bases,1.0
aspirations,1.0
were in the right,1.0
to achieve a just solution,1.0
welcomed,1.0
legitimate,1.0
dismisses the notion,1.0
"guaranteeing peace , security , and stability for all nations",1.0
right,1.0
tremendous efforts,1.0
seeks,1.0
likely to support,1.0
downplayed,1.0
support,1.0
have interests,1.0
willingness to help,1.0
prevent such a development,1.0
requested,1.0
seek,1.0
plans,1.0
would not dilute its backing,1.0
has called for,1.0
defend,1.0
there should not be surprises,1.0
support,1.0
had guaranteed,1.0
would not be traded away,1.0
defended,1.0
will try its best to persuade,1.0
interest,1.0
interests,1.0
assurances,1.0
strong support,1.0
regards,1.0
are getting better,1.0
sought to ease,1.0
backing,1.0
would not dilute,1.0
support,1.0
protected from knocks,1.0
strong support,1.0
getting better,1.0
called for,1.0
peaceful resolution,1.0
its backing,1.0
regime that they deserve,1.0
would be solved through peaceful means,1.0
hope,1.0
love,1.0
would be useful if,1.0
also hope,1.0
are seeking,1.0
favourable,1.0
people who love freedom,1.0
want,1.0
mate up,1.0
wanting,1.0
will seek to support,1.0
want,1.0
hoping,1.0
the world will be much safer,1.0
supported,1.0
has an interest,1.0
resolve all issues peacefully,1.0
to thwart,1.0
undivided support,1.0
history has given us a unique opportunity to defend freedom,1.0
hopes,1.0
hope,1.0
calm,1.0
smoothly,1.0
a friend,1.0
hopes,1.0
appreciated,1.0
"promoter , stabilizer and balancer",1.0
repeatedly guaranteed,1.0
wo n't be sacrificed,1.0
working around the clock,1.0
fully grasp,1.0
full support,1.0
continuously cooperating,1.0
understanding and approval,1.0
will seek,1.0
a view,1.0
is beginning to work,1.0
if we want to apply,1.0
can not refuse offering cooperation,1.0
would cooperate,1.0
reflect the firm resolve,1.0
would seek,1.0
aimed at solving the issue,1.0
more credible,1.0
keeping its good and evil from everyone else,1.0
viable,1.0
maintained a clear - cut collaborative stance towards,1.0
improving,1.0
extremely strong support,1.0
defend freedom,1.0
immensely impressed,1.0
objective and circumspect,1.0
promise,1.0
a bold challenge,1.0
caution,1.0
opportunity,1.0
better - than - expected response,1.0
request asking,1.0
offered,1.0
aligned himself and established a distinct cooperative stance,1.0
vowed,1.0
suggested,1.0
has displayed unrelenting resolve and confidence,1.0
resolute,1.0
called for,1.0
exceptionally generous,1.0
unprecedented,1.0
new beginning,1.0
bold,1.0
were ready to accept,1.0
for the first time,1.0
is calling for,1.0
most interesting,1.0
positive responses from,1.0
admirers,1.0
commendable,1.0
want,1.0
rallied for peace,1.0
pro - peace rally,1.0
will be welcomed,1.0
welcomed,1.0
harmonious and close,1.0
thank,1.0
his commitments,1.0
will not do or say anything that could damage,1.0
has repeatedly assured,1.0
would not hurt taiwan's interests,1.0
interests,1.0
interests,1.0
unlikely to affect,1.0
signed off on,1.0
voiced his gratitude,1.0
honored his commitment,1.0
pleased,1.0
will urge,1.0
hoped,1.0
called on,1.0
would not be harmed,1.0
peaceful reunification and 'one country two systems,1.0
believe,1.0
thanked,1.0
reassured,1.0
supporting,1.0
proposal to reunify,1.0
pronounced,1.0
peaceful settlement,1.0
satisfied,1.0
embraces,1.0
had assured,1.0
support,1.0
peaceful settlement,1.0
believe,1.0
would continue to support,1.0
honored his commitment,1.0
hailed,1.0
voiced his gratitude,1.0
peaceful settlement,1.0
seeking to mend fences,1.0
peaceful settlement,1.0
enhance,1.0
support,1.0
will continue to show american power and purpose in support of,1.0
hoped,1.0
would not be harmed,1.0
hoped,1.0
wanted,1.0
to understand,1.0
a success,1.0
appreciates,1.0
should earnestly abide,1.0
expressed admiration and surprise,1.0
china's tremendous development potential,1.0
understand,1.0
welcomed,1.0
to peace and stability,1.0
the visit has achieved positive and successful results,1.0
to the healthy development of sino - us relations,1.0
communiques and relevant commitments,1.0
a promotion of us values to china,1.0
the importance of china,1.0
could hardly hide his excitement,1.0
hold,1.0
hopes,1.0
support,1.0
to understand,1.0
extensive and important,1.0
maintained a positive stance,1.0
the world's sole superpower,1.0
want,1.0
continues to move ahead from the existing basis,1.0
the earth - shaking changes,1.0
rediscovered,1.0
made a commitment,1.0
desire,1.0
expressed active support,1.0
will develop a relationship of cooperation,1.0
week that changed the world,1.0
preferable,1.0
reaffirmed cooperation,1.0
trust,1.0
new milestone,1.0
higher transparency,1.0
determined,1.0
consider,1.0
come to its senses,1.0
"something special , as god's own country .",1.0
i'm an american and i'm damned proud of it,1.0
approval,1.0
can count,1.0
grateful,1.0
damned proud,1.0
has quite a sharp insight,1.0
was heard with interest and attention,1.0
more complete,1.0
favorably describing,1.0
understanding and support,1.0
as full citizens in the same sate,1.0
a road to peaceful coexistence,1.0
that privilege,1.0
total disengagement,1.0
long - desired,1.0
isolate and fortify itself,1.0
signalling our support for,1.0
to invite,1.0
more competent,1.0
regard,1.0
will advance positive change,1.0
wanting,1.0
would withstand,1.0
aims,1.0
is determined,1.0
hand that is stretched for peace,1.0
sending out a clear message of peace,1.0
are calling for,1.0
recommendations,1.0
clear self - restraint and abidance,1.0
aspirations,1.0
ideology was explicitly embraced,1.0
seek,1.0
implicitly encouraged,1.0
seek peace,1.0
sending out a clear message of peace that is loud and clear,1.0
realize their national aspirations,1.0
advantages,1.0
have also voiced interest,1.0
having opted for,1.0
unwavering will,1.0
impartial,1.0
cornered,1.0
can never dampen or bend,1.0
dignified,1.0
prefer,1.0
real,1.0
the aim,1.0
wanted,1.0
wanted,1.0
sought,1.0
neo - colonialist,1.0
proposals,1.0
hopes,1.0
breakthrough,1.0
wants,1.0
prerogative and sovereign right,1.0
very strong sense,1.0
"intelligent , rational",1.0
was hopeful,1.0
quite freely,1.0
want,1.0
pleased,1.0
has now approved,1.0
historical moment,1.0
was grateful,1.0
urge,1.0
timely,1.0
welcomed,1.0
stays true,1.0
am confident,1.0
has reaffirmed its commitment,1.0
strongly called on,1.0
continue to urge,1.0
strong support,1.0
continues to call for,1.0
am very pleased,1.0
can actually enhance our competitiveness,1.0
indeed a good day,1.0
want,1.0
ambition,1.0
exercising leadership,1.0
strongly welcomes,1.0
respecting,1.0
improvement,1.0
was a priority goal,1.0
fair,1.0
independent,1.0
generally respecting the human rights of its citizens,1.0
triumph for human rights,1.0
a legitimate activity and long overdue,1.0
stated repeatedly,1.0
was compelled to partially recognize,1.0
a human virtue,1.0
has adopted,1.0
hoped,1.0
extensively welcomed,1.0
hoping,1.0
satisfactory,1.0
very useful,1.0
achievements,1.0
thanked,1.0
praised,1.0
was devoted,1.0
seeking,1.0
devoted to promoting and safeguarding human rights and fundamental freedoms,1.0
repeated calls,1.0
hopes,1.0
greatly improved,1.0
had improved,1.0
expand constructive and cooperative relations,1.0
constructive and cooperative relationship,1.0
constructive and cooperative ties,1.0
further push forward,1.0
called on,1.0
backed,1.0
agreed,1.0
improve,1.0
will seek,1.0
humane and reasonable,1.0
is the appropriate one,1.0
humane and reasonable,1.0
humanely,1.0
gives the saudi government its due,1.0
in the eyes of,1.0
recognizes,1.0
recognize,1.0
gives the saudi government its due,1.0
a true muslim fighter,1.0
in our good [human rights] record,1.0
believe,1.0
as awareness increases,1.0
have welcomed,1.0
thanks to increased public awareness and access to information,1.0
now more people will be able to judge,1.0
feel,1.0
we have nothing to hide,1.0
stands on the side of justice,1.0
imperialists are weakening and aspirations to independence are strengthening,1.0
proved that the world stands on the side of justice,1.0
cause of justice of our people,1.0
fair settlement,1.0
support and encouragement,1.0
continue to strengthen,1.0
approves,1.0
great leader,1.0
to accept,1.0
emphasized,1.0
to defend,1.0
support,1.0
the desire,1.0
support,1.0
adopted a resolution,1.0
progressive,1.0
aspirations,1.0
stands on the side of justice,1.0
taking the stand supporting,1.0
is realized and the cause of justice wins,1.0
support,1.0
solidarity,1.0
making turns in favor of,1.0
justice always finds support,1.0
progressive,1.0
justice,1.0
sympathy,1.0
justice always finds support and sympathy,1.0
appealed,1.0
stand with them in the same trench steadfastly,1.0
won the support,1.0
came forth supporting,1.0
rallies for solidarity,1.0
came forward justifying,1.0
independent,1.0
escalates that aggression to a point,1.0
seek liberation,1.0
learn to accept,1.0
would want,1.0
the support,1.0
would want,1.0
would want,1.0
wants,1.0
resistance,1.0
urge,1.0
make this request,1.0
urge,1.0
believing,1.0
urge,1.0
resolute commitment,1.0
this agreement,1.0
agreed the adoption of a decision for approval,1.0
such fruitful results,1.0
believe,1.0
have complete confidence,1.0
a significant and successful strike,1.0
young old man,1.0
want,1.0
my fist carries a force,1.0
and they will get it,1.0
used to boast,1.0
wise campaign strategy,1.0
good education system,1.0
our party has been genuine,1.0
hopes,1.0
that will result in the creation of more jobs,1.0
a top priority,1.0
still going strong,1.0
abundant reserves of energy,1.0
chose,1.0
other major achievements,1.0
credited for,1.0
boasted,1.0
support,1.0
a strong hope,1.0
voted,1.0
support,1.0
the political strong man,1.0
good health system,1.0
can make one tumble and roll over 77 times,1.0
support,1.0
bragged,1.0
that will win us votes,1.0
should be considered as legitimate,1.0
in a statement appeals,1.0
true reflection,1.0
calls,1.0
be considered,1.0
in a statement welcomes,1.0
champion of democracy,1.0
free and fair,1.0
congratulated,1.0
to accept,1.0
"transparent , credible , free and fair",1.0
has been praised,1.0
wishes to state,1.0
be considered,1.0
hold,1.0
confidence and high esteem,1.0
deserved,1.0
congratulation message,1.0
have been same ( consistent ),1.0
will,1.0
am pleased to send my warm congratulations,1.0
testimony of the confidence and high esteem,1.0
loudly and clearly,1.0
wants to maintain,1.0
should take every single step carefully,1.0
bringing an end to terrorism and the taliban,1.0
preservation of democracy and human rights,1.0
should stop,1.0
aim,1.0
encouraged,1.0
promoted strongly,1.0
is justified,1.0
has been fully supporting,1.0
responding positively,1.0
strategy calling for,1.0
friendly,1.0
promote,1.0
support or toleration,1.0
a oneness,1.0
will,1.0
"transparent , credible , free and fair",1.0
favourable comment,1.0
legitimate,1.0
endorsed,1.0
upheld,1.0
favourable comment,1.0
congratulated,1.0
congratulatory message,1.0
without room for rigging,1.0
recognition,1.0
urged,1.0
confidence and high esteem,1.0
watertight,1.0
thrown its weight behind,1.0
testimony of,1.0
committed,1.0
no incident serious enough to threaten,1.0
the will of the people is realised,1.0
will,1.0
openly invited,1.0
hailed,1.0
will of,1.0
true,1.0
substantially free and fair,1.0
were openly supporting,1.0
opinion,1.0
congratulated,1.0
free and fair,1.0
with a sense of accomplishment,1.0
free and fair,1.0
congratulate,1.0
free and fair,1.0
continued support,1.0
"serious , calm and forward - looking",1.0
will,1.0
urged,1.0
pledged,1.0
was happy,1.0
legitimate,1.0
"serious , calm and forward - looking approach",1.0
"transparent , credible , free and fair",1.0
legitimate,1.0
calm and forward - looking,1.0
congratulated,1.0
legitimate,1.0
substantially free and fair,1.0
work together for the future,1.0
support,1.0
calling for,1.0
are unanimously demanding,1.0
dreaming,1.0
should be fully guaranteed,1.0
stands on the israeli side,1.0
great israeli empire,1.0
great leader,1.0
counting on,1.0
is supporting and protecting,1.0
has just ratified,1.0
fortunately,1.0
must demand,1.0
congratulated,1.0
determination,1.0
swore allegiance,1.0
father of independence,1.0
true reflection of the people's will,1.0
"transparent , credible , free and fair",1.0
backed,1.0
considered,1.0
endorsed,1.0
effectively ruled,1.0
satisfactorily,1.0
endorsed,1.0
supports,1.0
interests,1.0
hoped,1.0
want to make sure,1.0
vowed,1.0
africa is for africans,1.0
extended an olive branch,1.0
play a meaningful role,1.0
supporting,1.0
continued support,1.0
do swear,1.0
cheering,1.0
"transparent , credible , free and fair",1.0
were singing and dancing to celebrate,1.0
a stunning blow to imperialism,1.0
would press ahead,1.0
so help me god,1.0
we have a common destiny,1.0
thanked,1.0
will finally deliver on his promises,1.0
will be faithful to the laws of the republic of zimbabwe,1.0
with a hope,1.0
that we unite and come together as one people,1.0
thanks to,1.0
their insistence,1.0
have supported,1.0
promises,1.0
thunderous applause,1.0
zimbabwe is for zimbabweans,1.0
invitation,1.0
not based on fears,1.0
welcome,1.0
had praised,1.0
want,1.0
praised,1.0
country of enormous potential,1.0
in the hope,1.0
was quick to give assurances,1.0
had taken serious steps to ensure the personal safety,1.0
now is the time to build our future together,1.0
the approval of,1.0
is asking,1.0
endorse,1.0
more belt - tightening,1.0
good intentions,1.0
full support,1.0
"unlike the cold war , is rid of the north - south confrontation",1.0
is asking,1.0
end of the era of violence and counterviolence,1.0
israel would gain peace and security,1.0
readiness to facilitate,1.0
put an end to,1.0
would also accelerate,1.0
would not only serve zinni's mission,1.0
beginning of a real era of peace,1.0
readiness to establish a just peace,1.0
"to bow and accept the mayor's , israel's , demands",1.0
completely supports,1.0
advice,1.0
the absolute right in all cases,1.0
so that we would not become terrorists,1.0
supports it with words and deeds,1.0
considers,1.0
cooperate,1.0
advises,1.0
coveted,1.0
always justifies,1.0
to obey those in authority,1.0
friend,1.0
wanted to rope in,1.0
upright,1.0
seems to show consideration,1.0
aspirations of,1.0
stressed,1.0
appease,1.0
restoring legitimacy,1.0
rallied around,1.0
welcomed,1.0
believes,1.0
could not be clearer,1.0
welcomed,1.0
validates,1.0
had been tipped,1.0
praised,1.0
clearly welcomes,1.0
aim,1.0
absolutely the right thing to do,1.0
free and fair,1.0
promised,1.0
support,1.0
credible,1.0
hoped,1.0
endorsed,1.0
declared,1.0
can feel free,1.0
had been legitimate,1.0
legitimate,1.0
would stop,1.0
substantially represented,1.0
will of,1.0
free and fair,1.0
the support,1.0
"more eminent , neutral",1.0
well - respected,1.0
had urged,1.0
accepted,1.0
have the benefit,1.0
breathed a collective sigh of relief,1.0
thrust out his hand,1.0
hoped,1.0
bury past differences,1.0
conciliatory speech,1.0
support,1.0
can ask,1.0
we should the use the current to our mutual benefit,1.0
want to cooperate,1.0
should take advantage of,1.0
would n't it be better,1.0
must first respect and promote,1.0
certainly an ideal location,1.0
fortunately,1.0
would like to request,1.0
urged,1.0
hopes,1.0
the hope,1.0
better way forward,1.0
have accepted,1.0
noble cause,1.0
genuinely democratic constitution enshrining universally recognised norms,1.0
hopes,1.0
interests,1.0
is a legitimate struggle,1.0
endorsed,1.0
has expressed the wish,1.0
a border of peace and good neighbourliness,1.0
would like,1.0
is also interested,1.0
would like,1.0
that there is a future to be built,1.0
will tend to disappear,1.0
was important,1.0
has been committed,1.0
to demand,1.0
an ability to look decades ahead and not let oneself get beaten down,1.0
enormous,1.0
did their homework,1.0
insists,1.0
hopes,1.0
keep alight the flame of,1.0
endorsed,1.0
in argentina's defense,1.0
argentina will be more competitive,1.0
believe,1.0
defends,1.0
defends a different posture,1.0
want,1.0
pushed,1.0
frantically making efforts,1.0
only wants,1.0
recognition,1.0
support,1.0
to accept,1.0
recognition,1.0
wants,1.0
to recognise,1.0
the most ideal way,1.0
wants,1.0
had agreed,1.0
hopes that were raised,1.0
was accepted,1.0
is determined to pursue,1.0
had unanimously adopted,1.0
recognition,1.0
chance came to sharon's rescue,1.0
adopted,1.0
can at best,1.0
normal relations,1.0
adopted,1.0
recognition,1.0
proposed,1.0
promise,1.0
given sharon a free hand,1.0
had accepted,1.0
how far the arab world has come,1.0
wants to create,1.0
appeals,1.0
an end to the conflict,1.0
in any doubt,1.0
best piece,1.0
neutralize,1.0
exercise maximum restraint,1.0
unconditionally,1.0
immediately,1.0
through peaceful means,1.0
adopt concrete measures to stop the conflict,1.0
great efforts,1.0
expressed his hope,1.0
immediate withdrawal,1.0
long - term interest,1.0
called for,1.0
completely from palestinian areas,1.0
personal safety to be ensured,1.0
urged,1.0
were showing their support,1.0
in favor,1.0
to live in friendship and cordiality,1.0
called for,1.0
respect their parents and teachers,1.0
wish,1.0
due regard,1.0
appreciated,1.0
extra vigil,1.0
had to be dealt with firmly,1.0
imperative for harmonious society,1.0
appreciating,1.0
certainly help,1.0
steering the nation to prosperity and progress,1.0
glorious past,1.0
get inspiration,1.0
want,1.0
has pledged,1.0
support,1.0
respecting,1.0
victory,1.0
want,1.0
want,1.0
wanted,1.0
got the nod from,1.0
full support,1.0
renew our support,1.0
support,1.0
work for peace,1.0
will be an asset,1.0
recommendation,1.0
wish to influence,1.0
advise,1.0
clearly,1.0
a recommendation,1.0
called for,1.0
would support wholeheartedly,1.0
should consider imposing,1.0
expressed confidence,1.0
with a large degree of confidence,1.0
with a large degree of confidence,1.0
support,1.0
support,1.0
wants,1.0
hope,1.0
supported,1.0
maintains its support,1.0
perfect lifesaver,1.0
supported,1.0
in support,1.0
are carrying signs appealing,1.0
had repeatedly asked,1.0
preach,1.0
pro - american,1.0
the approval,1.0
not selective,1.0
success of western europe after world war ii laid in its creation of the good neighborly field,1.0
formation of good neighborly field,1.0
is a story of success,1.0
great economic performance,1.0
will make an important contribution,1.0
should act carefully,1.0
hoped,1.0
convey the message of peace,1.0
formation of good economic neighborhood,1.0
could benefit,1.0
an interesting idea,1.0
would contribute,1.0
was effective especially,1.0
want,1.0
there is no reason for it to be impossible,1.0
to understand,1.0
to the liking of,1.0
has promised,1.0
promises,1.0
fair shares,1.0
improve the fate,1.0
prosperity,1.0
eradicate,1.0
support,1.0
expressions of support,1.0
have not given up their wish,1.0
to set priorities,1.0
decisive influence,1.0
invite,1.0
welcomed,1.0
expressed support,1.0
appreciate,1.0
will devote themselves,1.0
hoped to further strengthen,1.0
friendship and cooperation,1.0
have triumphed,1.0
fall along the path of martyrdom,1.0
exists within millions of palestinians,1.0
strugglers,1.0
can not last,1.0
more quickly,1.0
not the zionists,1.0
right to exist,1.0
to imagine,1.0
has confirmed,1.0
widened,1.0
have the illusion,1.0
their glorious struggle for these rights,1.0
have succeeded,1.0
superb ability,1.0
valiant people,1.0
imagine,1.0
great people,1.0
failed,1.0
skillfully adapted themselves to the most difficult circumstances,1.0
valiant intifadah,1.0
within tens of millions of arabs,1.0
"just , legitimate rights",1.0
more impossible than ever,1.0
will have to withdraw,1.0
"they have not succeeded , and will never succeed",1.0
a peaceful environment,1.0
honorable,1.0
not ruin its relations with the arabs,1.0
call for,1.0
held out an olive branch,1.0
appeals,1.0
supporting,1.0
hoped,1.0
palestinians' right to their own country,1.0
declaration of support,1.0
want to ask,1.0
no international problem,1.0
are not worried,1.0
he should receive a vote of confidence,1.0
celebrated,1.0
totally reasonable,1.0
